date,from_bank,transaction_id,to_bank,to_account,sender,receiver,amount,currency,transaction_type,is_laundering,risk_score,risk_level,fraud_pattern,flag_round_amount,flag_high_value,flag_currency_mismatch,flag_velocity,flag_reinvestment
01-09-22 00:06,10,8003A8280,10,8003A8280,Partnership #447,Partnership #447,9.41,US Dollar,Reinvestment,0,35,Medium,layering,FALSE,FALSE,FALSE,TRUE,TRUE
01-09-22 00:02,37197,8054BDD40,11974,8054BED00,Partnership #9589,Sole Proprietorship #4609,549.24,US Dollar,ACH,0,0,Clean,unknown,FALSE,FALSE,FALSE,FALSE,FALSE
01-09-22 00:40,1588,800BC1290,1588,800BC1290,Corporation #1457,Corporation #1457,2934052.32,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:24,3592,8006FAF00,220,8006F8830,Partnership #1194,Corporation #852,6995.02,US Dollar,ACH,0,0,Clean,unknown,FALSE,FALSE,FALSE,FALSE,FALSE
01-09-22 00:22,1457,80100D180,15916,803177AF0,Sole Proprietorship #14,Corporation #8,406.38,US Dollar,Credit Card,0,0,Clean,unknown,FALSE,FALSE,FALSE,FALSE,FALSE
01-09-22 00:12,3706,8006457F0,3706,8006457F0,Partnership #1017,Partnership #1017,52169.74,US Dollar,Reinvestment,0,40,Medium,layering,FALSE,TRUE,FALSE,FALSE,TRUE
02-09-22 18:52,13145,8024363D0,13145,8024363D0,Corporation #7993,Corporation #7993,52062284.4,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:23,33616,80275A590,22736,802750330,Partnership #5696,Partnership #5695,391.41,US Dollar,ACH,0,0,Clean,unknown,FALSE,FALSE,FALSE,FALSE,FALSE
02-09-22 15:36,8771,8060F85A0,8771,8060F85A0,Corporation #8007,Corporation #8007,242659.01,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:14,1588,800A93050,1588,800A93050,Sole Proprietorship #1618,Sole Proprietorship #1618,3.7,US Dollar,Reinvestment,0,35,Medium,layering,FALSE,FALSE,FALSE,TRUE,TRUE
01-09-22 00:05,220,80012A570,220,80012A570,Sole Proprietorship #80,Sole Proprietorship #80,4.98,US Dollar,Reinvestment,0,35,Medium,layering,FALSE,FALSE,FALSE,TRUE,TRUE
01-09-22 00:22,21381,803983710,21381,803983710,Partnership #30870,Partnership #30870,1298831.17,Yuan,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
02-09-22 17:43,3,802FDB9F0,3,802FDB9F0,Partnership #30476,Partnership #30476,147686.62,Yuan,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:29,1,80039D060,1,80039D060,Partnership #806,Partnership #806,13471.24,US Dollar,Reinvestment,0,15,Low,layering,FALSE,FALSE,FALSE,FALSE,TRUE
02-09-22 02:38,5394,802B9D600,5394,802B9D600,Sole Proprietorship #5764,Sole Proprietorship #5764,197619.29,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
02-09-22 10:48,27288,802F41320,27288,802F41320,Partnership #27676,Partnership #27676,311785754.2,Euro,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
02-09-22 01:54,29279,805A88940,29279,805A88940,Sole Proprietorship #7973,Sole Proprietorship #7973,209757.64,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 01:45,1490,8006A2100,1490,8006A2100,Partnership #23430,Partnership #23430,2514758.94,Euro,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:27,1588,801651D10,11157,801623480,Partnership #1564,Partnership #3595,1931,US Dollar,Cheque,0,0,Clean,unknown,FALSE,FALSE,FALSE,FALSE,FALSE
01-09-22 00:19,1686,8004169F0,1047,80A0DDC70,Sole Proprietorship #19,Partnership #25,6.28,US Dollar,Credit Card,0,20,Low,unknown,FALSE,FALSE,FALSE,TRUE,FALSE
01-09-22 00:18,2843,800532750,2843,800532750,Partnership #796,Partnership #796,12.6,US Dollar,Reinvestment,0,15,Low,layering,FALSE,FALSE,FALSE,FALSE,TRUE
01-09-22 03:59,1124,80115C670,1124,80115C670,Sole Proprietorship #2699,Sole Proprietorship #2699,1678866.16,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:09,513,800995EF0,513,800995EF0,Sole Proprietorship #1507,Sole Proprietorship #1507,21.36,US Dollar,Reinvestment,0,35,Medium,layering,FALSE,FALSE,FALSE,TRUE,TRUE
01-09-22 00:27,12,8001D3F60,12,8001D3F60,Corporation #456,Corporation #456,477294.39,US Dollar,Reinvestment,0,40,Medium,layering,FALSE,TRUE,FALSE,FALSE,TRUE
02-09-22 07:58,19723,804C0FF90,19723,804C0FF90,Partnership #30946,Partnership #30946,249596.93,Yuan,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:24,10,800118D50,10,800128000,Corporation #45,Partnership #79,2191.47,US Dollar,Cheque,0,20,Low,unknown,FALSE,FALSE,FALSE,TRUE,FALSE
01-09-22 17:18,23842,8017047B0,23842,8017047B0,Partnership #3678,Partnership #3678,131903191.9,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:13,10,8002B76B0,10,8002B76B0,Sole Proprietorship #278,Sole Proprietorship #278,613.56,US Dollar,Reinvestment,0,35,Medium,layering,FALSE,FALSE,FALSE,TRUE,TRUE
02-09-22 12:27,12,8004F3F90,12,8004F3F90,Sole Proprietorship #51098,Sole Proprietorship #51098,111086.15,Euro,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:21,1729,800487250,1729,800487250,Partnership #657,Partnership #657,102380.83,US Dollar,Reinvestment,0,60,Medium,round_trip,FALSE,TRUE,FALSE,TRUE,TRUE
01-09-22 00:19,12,8004B1820,12,8004B1820,Corporation #478,Corporation #478,8.04,US Dollar,Reinvestment,0,35,Medium,layering,FALSE,FALSE,FALSE,TRUE,TRUE
01-09-22 00:01,1,80011DB20,1674,800406D80,Partnership #547,Corporation #383,343.1,US Dollar,Credit Card,0,20,Low,unknown,FALSE,FALSE,FALSE,TRUE,FALSE
02-09-22 10:21,29191,80BC65340,29191,80BC65340,Partnership #39799,Partnership #39799,937159.91,Yuan,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:25,1362,8006BBB50,1362,8006BBB50,Partnership #1139,Partnership #1139,2153924.72,US Dollar,Reinvestment,0,60,Medium,round_trip,FALSE,TRUE,FALSE,TRUE,TRUE
01-09-22 00:11,12,8003FF960,12,8003FF960,Sole Proprietorship #488,Sole Proprietorship #488,9.16,US Dollar,Reinvestment,0,35,Medium,layering,FALSE,FALSE,FALSE,TRUE,TRUE
01-09-22 00:03,1674,8003E2AB0,1,8005D8650,Sole Proprietorship #444,Partnership #954,27398.11,US Dollar,Cheque,0,20,Low,unknown,FALSE,FALSE,FALSE,TRUE,FALSE
01-09-22 00:01,1,8001AB940,1,8001AB940,Sole Proprietorship #170,Sole Proprietorship #170,15.77,US Dollar,Reinvestment,0,35,Medium,layering,FALSE,FALSE,FALSE,TRUE,TRUE
02-09-22 09:31,11471,800DEC1D0,11471,800DEC1D0,Corporation #43684,Corporation #43684,6556341.56,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:14,10,8003111C0,10,8003111C0,Partnership #354,Partnership #354,893608.55,US Dollar,Reinvestment,0,60,Medium,round_trip,FALSE,TRUE,FALSE,TRUE,TRUE
01-09-22 00:20,11296,800856620,11296,800856620,Partnership #1404,Partnership #1404,862012.58,US Dollar,Reinvestment,0,40,Medium,layering,FALSE,TRUE,FALSE,FALSE,TRUE
01-09-22 00:03,1,8001CEC80,1,8001CEC80,Corporation #124,Corporation #124,31.31,US Dollar,Reinvestment,0,35,Medium,layering,FALSE,FALSE,FALSE,TRUE,TRUE
01-09-22 00:10,70,100428660,1292,800712830,Sole Proprietorship #41,Sole Proprietorship #1124,140027.35,US Dollar,Cash,0,45,Medium,round_trip,FALSE,TRUE,FALSE,TRUE,FALSE
01-09-22 00:20,1292,80021C9B0,1292,80021C9B0,Partnership #228,Partnership #228,8.54,US Dollar,Reinvestment,0,35,Medium,layering,FALSE,FALSE,FALSE,TRUE,TRUE
01-09-22 00:23,6075,8045BC960,12719,80CE092B0,Corporation #3155,Partnership #8585,37.27,US Dollar,Credit Card,0,0,Clean,unknown,FALSE,FALSE,FALSE,FALSE,FALSE
01-09-22 00:11,10,8000ED4A0,10,8000ED4A0,Sole Proprietorship #46,Sole Proprietorship #46,436.68,US Dollar,Reinvestment,0,35,Medium,layering,FALSE,FALSE,FALSE,TRUE,TRUE
02-09-22 08:40,24132,8035A03E0,24132,8035A03E0,Partnership #2792,Partnership #2792,487815.84,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:29,1047,8008C0990,1047,8008C0990,Corporation #1106,Corporation #1106,466427.94,US Dollar,Reinvestment,0,60,Medium,round_trip,FALSE,TRUE,FALSE,TRUE,TRUE
01-09-22 00:06,3370,800216840,3370,800216840,Sole Proprietorship #235,Sole Proprietorship #235,35.29,US Dollar,Reinvestment,0,15,Low,layering,FALSE,FALSE,FALSE,FALSE,TRUE
01-09-22 00:28,220,8001DAF70,1467,80032BCD0,Sole Proprietorship #322,Corporation #264,192376.63,US Dollar,Cash,0,45,Medium,round_trip,FALSE,TRUE,FALSE,TRUE,FALSE
01-09-22 00:23,1665,800727370,1665,800727370,Corporation #895,Corporation #895,18.77,US Dollar,Reinvestment,0,35,Medium,layering,FALSE,FALSE,FALSE,TRUE,TRUE
01-09-22 11:14,4503,802486F90,4503,802486F90,Partnership #50167,Partnership #50167,120989.2,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:26,1674,80042BB90,1674,80042BB90,Partnership #576,Partnership #576,3.88,US Dollar,Reinvestment,0,15,Low,layering,FALSE,FALSE,FALSE,FALSE,TRUE
01-09-22 00:11,1601,8003479D0,1601,8003479D0,Partnership #394,Partnership #394,28956,US Dollar,Reinvestment,0,35,Medium,layering,FALSE,FALSE,FALSE,TRUE,TRUE
02-09-22 11:27,220,801DB3F40,220,801DB3F40,Corporation #12885,Corporation #12885,90467.41,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:20,11405,8009F0DA0,11405,8009F0DA0,Corporation #1392,Corporation #1392,55397.55,US Dollar,Reinvestment,0,60,Medium,round_trip,FALSE,TRUE,FALSE,TRUE,TRUE
01-09-22 00:20,908,800659F80,908,800659F80,Partnership #1035,Partnership #1035,17.96,US Dollar,Reinvestment,0,35,Medium,layering,FALSE,FALSE,FALSE,TRUE,TRUE
01-09-22 09:27,210319,803DECDE0,210319,803DECDE0,Partnership #31899,Partnership #31899,129259,Yen,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:14,70,100428660,1665,8003F8640,Sole Proprietorship #41,Partnership #522,10519.21,US Dollar,Credit Card,0,20,Low,unknown,FALSE,FALSE,FALSE,TRUE,FALSE
01-09-22 00:12,1467,80052D250,1467,80052D250,Partnership #795,Partnership #795,5.79,US Dollar,Reinvestment,0,15,Low,layering,FALSE,FALSE,FALSE,FALSE,TRUE
01-09-22 00:19,220,800173B80,220,800173B80,Corporation #95,Corporation #95,3461.18,US Dollar,Reinvestment,0,35,Medium,layering,FALSE,FALSE,FALSE,TRUE,TRUE
01-09-22 04:16,14099,805B17610,14099,805B17610,Sole Proprietorship #39649,Sole Proprietorship #39649,2509228.4,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:26,1292,8003307C0,1292,8003307C0,Partnership #367,Partnership #367,10.01,US Dollar,Reinvestment,0,15,Low,layering,FALSE,FALSE,FALSE,FALSE,TRUE
01-09-22 21:27,1467,8.02E+04,1467,8.02E+04,Partnership #3537,Partnership #3537,201198.72,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:04,1467,800534CB0,1467,800534CB0,Sole Proprietorship #732,Sole Proprietorship #732,18922.71,US Dollar,Reinvestment,0,35,Medium,layering,FALSE,FALSE,FALSE,TRUE,TRUE
01-09-22 22:56,513,802018210,513,802018210,Partnership #39542,Partnership #39542,231328.69,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
02-09-22 03:34,1665,8070EB2A0,1665,8070EB2A0,Corporation #43079,Corporation #43079,52017.42,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:01,1,800266C90,1,800266C90,Corporation #188,Corporation #188,5.42,US Dollar,Reinvestment,0,35,Medium,layering,FALSE,FALSE,FALSE,TRUE,TRUE
01-09-22 00:06,1601,80085A200,1601,80085A200,Partnership #1405,Partnership #1405,91854.21,US Dollar,Reinvestment,0,60,Medium,round_trip,FALSE,TRUE,FALSE,TRUE,TRUE
01-09-22 00:10,32489,801097F50,513,801038AD0,Partnership #2686,Sole Proprietorship #2573,20554.73,US Dollar,ACH,0,0,Clean,unknown,FALSE,FALSE,FALSE,FALSE,FALSE
01-09-22 10:37,1,800A514F0,1,800A514F0,Partnership #1648,Partnership #1648,68573.29,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:21,3790,80312FF10,8354,803138B10,Corporation #5175,Sole Proprietorship #5387,0.01,US Dollar,ACH,0,0,Clean,unknown,FALSE,FALSE,FALSE,FALSE,FALSE
01-09-22 00:14,2843,8004A4A40,2843,8004A4A40,Sole Proprietorship #629,Sole Proprietorship #629,21.16,US Dollar,Reinvestment,0,15,Low,layering,FALSE,FALSE,FALSE,FALSE,TRUE
01-09-22 00:21,111764,805A909A0,111764,805A909A0,Sole Proprietorship #9484,Sole Proprietorship #9484,197836.97,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 11:32,2591,80043FDB0,2591,80043FDB0,Partnership #23376,Partnership #23376,785910.21,Euro,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
02-09-22 07:19,22205,802C289B0,22205,802C289B0,Partnership #6177,Partnership #6177,420091.1,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:28,1665,8005E18F0,1665,8005E18F0,Partnership #7,Partnership #7,157.57,US Dollar,Reinvestment,0,15,Low,layering,FALSE,FALSE,FALSE,FALSE,TRUE
01-09-22 00:25,23842,8029743A0,23842,8029743A0,Sole Proprietorship #33751,Sole Proprietorship #33751,86003.56,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:18,1,80028D3C0,1,80028D3C0,Partnership #303,Partnership #303,54994.54,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:14,3630,800BA58C0,1,800BA5AE0,Sole Proprietorship #1750,Partnership #1839,31947.57,US Dollar,ACH,0,0,Clean,unknown,FALSE,FALSE,FALSE,FALSE,FALSE
02-09-22 18:30,3242,802CBFDA0,3242,802CBFDA0,Partnership #6270,Partnership #6270,168244.26,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 12:34,3514,8032C3860,3514,8032C3860,Sole Proprietorship #23257,Sole Proprietorship #23257,2826048.09,Euro,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:08,1665,800443A90,1665,800443A90,Partnership #596,Partnership #596,7.92,US Dollar,Reinvestment,0,35,Medium,layering,FALSE,FALSE,FALSE,TRUE,TRUE
01-09-22 13:00,11813,800B0DBA0,11813,800B0DBA0,Partnership #1765,Partnership #1765,988370.78,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:21,513,80072BA20,513,80072BA20,Partnership #1241,Partnership #1241,7.71,US Dollar,Reinvestment,0,35,Medium,layering,FALSE,FALSE,FALSE,TRUE,TRUE
01-09-22 00:12,220,800157940,220,800157940,Partnership #105,Partnership #105,1842.62,US Dollar,Reinvestment,0,15,Low,layering,FALSE,FALSE,FALSE,FALSE,TRUE
01-09-22 16:03,1674,80068EBE0,1674,80068EBE0,Partnership #1098,Partnership #1098,93344.54,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:08,24779,8090E53A0,24779,8090E53A0,Corporation #11422,Corporation #11422,10369474.45,Canadian Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:27,13327,801E8E850,1068,802CB5AE0,Sole Proprietorship #1785,Partnership #6263,1615.74,US Dollar,Cash,0,0,Clean,unknown,FALSE,FALSE,FALSE,FALSE,FALSE
04-09-22 09:27,15,803B24460,15,803B24460,Corporation #29514,Corporation #29514,1038958.79,Yen,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:02,10,800274710,10,800274710,Corporation #650,Corporation #650,17.44,US Dollar,Reinvestment,0,15,Low,layering,FALSE,FALSE,FALSE,FALSE,TRUE
01-09-22 00:08,10,8.00E+05,18015,80B7ED0F0,Sole Proprietorship #17291,Partnership #750,160.01,US Dollar,Credit Card,0,0,Clean,unknown,FALSE,FALSE,FALSE,FALSE,FALSE
01-09-22 00:26,2843,800619490,2843,800619490,Sole Proprietorship #924,Sole Proprietorship #924,12.91,US Dollar,Reinvestment,0,35,Medium,layering,FALSE,FALSE,FALSE,TRUE,TRUE
01-09-22 00:17,220,80033D730,1412,800C28960,Corporation #281,Corporation #1548,642.8,US Dollar,Cheque,0,0,Clean,unknown,FALSE,FALSE,FALSE,FALSE,FALSE
01-09-22 00:25,1047,804E78310,795,803307510,Sole Proprietorship #15,Partnership #6958,135.89,US Dollar,Credit Card,0,0,Clean,unknown,FALSE,FALSE,FALSE,FALSE,FALSE
02-09-22 07:36,14325,808CDD630,14325,808CDD630,Corporation #43111,Corporation #43111,473197.29,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:22,11157,800736C90,11157,800736C90,Corporation #913,Corporation #913,10.16,US Dollar,Reinvestment,0,35,Medium,layering,FALSE,FALSE,FALSE,TRUE,TRUE
02-09-22 09:58,1457,8027756D0,1457,8027756D0,Sole Proprietorship #5395,Sole Proprietorship #5395,91356474.78,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:13,1588,8004AD4B0,1588,8004AD4B0,Partnership #714,Partnership #714,3076.93,US Dollar,Reinvestment,0,15,Low,layering,FALSE,FALSE,FALSE,FALSE,TRUE
01-09-22 00:02,11157,8006F71C0,11157,8006F71C0,Corporation #850,Corporation #850,14.54,US Dollar,Reinvestment,0,35,Medium,layering,FALSE,FALSE,FALSE,TRUE,TRUE
01-09-22 00:25,4403,801441530,25547,8041C8630,Corporation #6449,Corporation #6448,28841.4,US Dollar,Credit Card,0,0,Clean,unknown,FALSE,FALSE,FALSE,FALSE,FALSE
01-09-22 00:02,1,800128AC0,10,80012AB70,Sole Proprietorship #75,Corporation #48,773.43,US Dollar,ACH,0,20,Low,unknown,FALSE,FALSE,FALSE,TRUE,FALSE
01-09-22 00:21,1241,800B26AF0,1241,800B26AF0,Sole Proprietorship #1695,Sole Proprietorship #1695,23.63,US Dollar,Reinvestment,0,35,Medium,layering,FALSE,FALSE,FALSE,TRUE,TRUE
01-09-22 00:05,1124,800908150,1124,800908150,Sole Proprietorship #1460,Sole Proprietorship #1460,11.28,US Dollar,Reinvestment,0,35,Medium,layering,FALSE,FALSE,FALSE,TRUE,TRUE
01-09-22 00:09,19723,80404B650,19723,80404B650,Corporation #9086,Corporation #9086,18459204.92,Yuan,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:20,908,8009453F0,908,8009453F0,Partnership #1561,Partnership #1561,385307.13,US Dollar,Reinvestment,0,60,Medium,round_trip,FALSE,TRUE,FALSE,TRUE,TRUE
01-09-22 00:00,1362,80059B600,1362,80059B600,Corporation #602,Corporation #602,20.81,US Dollar,Reinvestment,0,15,Low,layering,FALSE,FALSE,FALSE,FALSE,TRUE
01-09-22 00:07,10,800532430,10,800532430,Partnership #794,Partnership #794,3960.29,US Dollar,Reinvestment,0,15,Low,layering,FALSE,FALSE,FALSE,FALSE,TRUE
01-09-22 23:54,14290,801E77390,14290,801E77390,Corporation #21357,Corporation #21357,91984.56,Euro,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:05,10,8.00E+224,10,8.00E+224,Sole Proprietorship #153,Sole Proprietorship #153,5188.13,US Dollar,Reinvestment,0,35,Medium,layering,FALSE,FALSE,FALSE,TRUE,TRUE
01-09-22 00:19,3641,80058EB00,3641,80058EB00,Sole Proprietorship #814,Sole Proprietorship #814,10744.85,US Dollar,Reinvestment,0,15,Low,layering,FALSE,FALSE,FALSE,FALSE,TRUE
01-09-22 00:14,1047,800A9EF40,1047,800A9EF40,Corporation #1335,Corporation #1335,9.36,US Dollar,Reinvestment,0,35,Medium,layering,FALSE,FALSE,FALSE,TRUE,TRUE
02-09-22 15:03,18460,80400D480,18460,80400D480,Corporation #27970,Corporation #27970,5395100.1,Euro,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:21,2843,8005A2B40,2843,8005A2B40,Corporation #615,Corporation #615,136.52,US Dollar,Reinvestment,0,15,Low,layering,FALSE,FALSE,FALSE,FALSE,TRUE
01-09-22 00:09,2627,801615EF0,21611,801969180,Partnership #3519,Sole Proprietorship #3881,15007.31,US Dollar,Credit Card,0,0,Clean,unknown,FALSE,FALSE,FALSE,FALSE,FALSE
01-09-22 00:14,21174,800809400,1411,8008916A0,Sole Proprietorship #1380,Partnership #1449,509663.54,US Dollar,Cheque,0,45,Medium,round_trip,FALSE,TRUE,FALSE,TRUE,FALSE
01-09-22 04:55,23537,8022510C0,23537,8022510C0,Sole Proprietorship #1181,Sole Proprietorship #1181,609351.26,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
02-09-22 11:12,8798,8104BBFA0,8798,8104BBFA0,Partnership #10846,Partnership #10846,2026801.42,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:26,220,80033D730,220,80033D730,Corporation #281,Corporation #281,2496140.63,US Dollar,Reinvestment,0,40,Medium,layering,FALSE,TRUE,FALSE,FALSE,TRUE
01-09-22 00:27,1457,8008D6CE0,1457,8008D6CE0,Sole Proprietorship #1442,Sole Proprietorship #1442,30692.01,US Dollar,Reinvestment,0,35,Medium,layering,FALSE,FALSE,FALSE,TRUE,TRUE
01-09-22 00:21,310832,805A88E60,21940,805A87420,Partnership #9991,Corporation #7986,20162.31,US Dollar,Wire,0,0,Clean,unknown,FALSE,FALSE,FALSE,FALSE,FALSE
01-09-22 00:04,220,8051D8730,28694,813AAA660,Partnership #3282,Corporation #7490,2.69,US Dollar,Credit Card,0,0,Clean,unknown,FALSE,FALSE,FALSE,FALSE,FALSE
01-09-22 00:09,220,80025CF70,12,800506810,Sole Proprietorship #250,Corporation #537,6055.84,US Dollar,Credit Card,0,20,Low,unknown,FALSE,FALSE,FALSE,TRUE,FALSE
03-09-22 11:28,43049,81024EED0,43049,81024EED0,Sole Proprietorship #37543,Sole Proprietorship #37543,57360.92,Shekel,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:06,3810,80054A9A0,3810,80054A9A0,Sole Proprietorship #772,Sole Proprietorship #772,1368.76,US Dollar,Reinvestment,0,15,Low,layering,FALSE,FALSE,FALSE,FALSE,TRUE
02-09-22 10:21,17222,804835630,17222,804835630,Partnership #8695,Partnership #8695,1285400.2,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:20,3558,80067D980,3558,80067D980,Sole Proprietorship #1009,Sole Proprietorship #1009,1254.12,US Dollar,Reinvestment,0,15,Low,layering,FALSE,FALSE,FALSE,FALSE,TRUE
01-09-22 00:00,21575,8009B7F30,21575,8009B7F30,Sole Proprietorship #1510,Sole Proprietorship #1510,327890.68,US Dollar,Reinvestment,0,60,Medium,round_trip,FALSE,TRUE,FALSE,TRUE,TRUE
01-09-22 12:49,11474,801622520,11474,801622520,Partnership #470,Partnership #470,55236.04,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:20,1729,8006B6090,1729,8006B6090,Partnership #1137,Partnership #1137,4.33,US Dollar,Reinvestment,0,35,Medium,layering,FALSE,FALSE,FALSE,TRUE,TRUE
01-09-22 00:28,6179,80479F2F0,6179,80479F2F0,Sole Proprietorship #6690,Sole Proprietorship #6690,52403.27,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:08,1588,800A93050,1588,800A93050,Sole Proprietorship #1618,Sole Proprietorship #1618,57.46,US Dollar,Reinvestment,0,35,Medium,layering,FALSE,FALSE,FALSE,TRUE,TRUE
02-09-22 08:56,795,800949920,795,800949920,Sole Proprietorship #8811,Sole Proprietorship #8811,521869.45,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:27,10,80045C230,10,80045C230,Corporation #436,Corporation #436,21.97,US Dollar,Reinvestment,0,15,Low,layering,FALSE,FALSE,FALSE,FALSE,TRUE
01-09-22 00:10,1729,80066A600,1729,80066A600,Partnership #1055,Partnership #1055,4.25,US Dollar,Reinvestment,0,35,Medium,layering,FALSE,FALSE,FALSE,TRUE,TRUE
02-09-22 12:19,29944,80395D510,29944,80395D510,Corporation #15148,Corporation #15148,829036.96,Yuan,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:18,12,800043C00,1,8.00E+06,Sole Proprietorship #34,Sole Proprietorship #89,543.08,US Dollar,Cash,0,20,Low,unknown,FALSE,FALSE,FALSE,TRUE,FALSE
01-09-22 01:19,21258,802E7C610,21258,802E7C610,Corporation #38660,Corporation #38660,232556.21,US Dollar,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:05,25547,8023134C0,2627,802AC9220,Partnership #5994,Partnership #5993,1157.73,US Dollar,Wire,0,0,Clean,unknown,FALSE,FALSE,FALSE,FALSE,FALSE
02-09-22 15:48,24,803A207A0,24,803A207A0,Corporation #29605,Corporation #29605,7755925.03,Yen,ACH,0,65,High,round_trip,FALSE,TRUE,TRUE,TRUE,FALSE
01-09-22 00:23,1,8001EB780,1,8001EB780,Sole Proprietorship #200,Sole Proprietorship #200,4561.68,US Dollar,Reinvestment,0,15,Low,layering,FALSE,FALSE,FALSE,FALSE,TRUE
01-09-22 00:20,10,80081ED90,10,80081ED90,Sole Proprietorship #1282,Sole Proprietorship #1282,72389.02,US Dollar,Reinvestment,0,60,Medium,round_trip,FALSE,TRUE,FALSE,TRUE,TRUE
01-09-22 00:11,12,800406170,12,800406170,Partnership #541,Partnership #541,12.27,US Dollar,Reinvestment,0,15,Low,layering,FALSE,FALSE,FALSE,FALSE,TRUE
